Tb,Tc,Tr
0.3237,0.4051,0.2712
0.3237,0.4108,0.2655
0.3237,0.4118,0.2645
0.3237,0.4132,0.2631
0.3237,0.4358,0.2405
0.3237,0.4379,0.2384
0.3237,0.4503,0.226
0.3237,0.4916,0.1847
0.3237,0.5083,0.168
0.3236,0.204,0.4724
0.3236,0.2101,0.4663
0.3236,0.2212,0.4552
0.3236,0.2468,0.4296
0.3236,0.2473,0.4291
0.3236,0.2497,0.4267
0.3236,0.2615,0.4149
0.3236,0.2635,0.4129
0.3236,0.2658,0.4106
0.3236,0.2757,0.4007
0.3236,0.2834,0.393
0.3236,0.2859,0.3905
0.3236,0.2895,0.3869
0.3236,0.2908,0.3856
0.3236,0.2916,0.3848
0.3236,0.2924,0.384
0.3236,0.2947,0.3817
0.3236,0.2984,0.378
0.3236,0.2993,0.3771
0.3236,0.3139,0.3625
0.3236,0.3185,0.3579
0.3236,0.3205,0.3559
0.3236,0.3208,0.3556
0.3236,0.3223,0.3541
0.3236,0.3309,0.3455
0.3236,0.3314,0.345
0.3236,0.3339,0.3425
0.3236,0.3352,0.3412
0.3236,0.3368,0.3396
0.3236,0.3378,0.3386
0.3236,0.3392,0.3372
0.3236,0.3392,0.3372
0.3236,0.3428,0.3336
0.3236,0.3452,0.3312
0.3236,0.3513,0.3251
0.3236,0.3543,0.3221
0.3236,0.3549,0.3215
0.3236,0.355,0.3214
0.3236,0.355,0.3214
0.3236,0.357,0.3194
0.3236,0.3574,0.319
0.3236,0.3575,0.3189
0.3236,0.3616,0.3148
0.3236,0.3616,0.3148
0.3236,0.3652,0.3112
0.3236,0.3698,0.3066
0.3236,0.3709,0.3055
0.3236,0.3717,0.3047
0.3236,0.3732,0.3032
0.3236,0.3783,0.2981
0.3236,0.3799,0.2965
0.3236,0.3803,0.2961
0.3236,0.3831,0.2933
0.3236,0.3881,0.2883
0.3236,0.3911,0.2853
0.3236,0.3969,0.2795
0.3236,0.399,0.2774
0.3236,0.401,0.2754
0.3236,0.4013,0.2751
0.3236,0.4096,0.2668
0.3236,0.4114,0.265
0.3236,0.4153,0.2611
0.3236,0.4156,0.2608
0.3236,0.4222,0.2542
0.3236,0.4253,0.2511
0.3236,0.4262,0.2502
0.3236,0.4745,0.2019
0.3236,0.5079,0.1685
0.3236,0.5594,0.117
0.3235,0.1425,0.534
0.3235,0.202,0.4745
0.3235,0.2118,0.4647
0.3235,0.2166,0.4599
0.3235,0.2258,0.4507
0.3235,0.2336,0.4429
0.3235,0.2409,0.4356
0.3235,0.2521,0.4244
0.3235,0.2563,0.4202
0.3235,0.2788,0.3977
0.3235,0.2877,0.3888
0.3235,0.2895,0.387
0.3235,0.293,0.3835
0.3235,0.3013,0.3752
0.3235,0.3042,0.3723
0.3235,0.3065,0.37
0.3235,0.3067,0.3698
0.3235,0.3084,0.3681
0.3235,0.3094,0.3671
0.3235,0.3094,0.3671
0.3235,0.315,0.3615
0.3235,0.3177,0.3588
0.3235,0.3236,0.3529
0.3235,0.3249,0.3516
0.3235,0.3257,0.3508
0.3235,0.3314,0.3451
0.3235,0.3326,0.3439
0.3235,0.3339,0.3426
0.3235,0.3344,0.3421
0.3235,0.3366,0.3399
0.3235,0.338,0.3385
0.3235,0.3382,0.3383
0.3235,0.3464,0.3301
0.3235,0.3519,0.3246
0.3235,0.353,0.3235
0.3235,0.3542,0.3223
0.3235,0.3584,0.3181
0.3235,0.3633,0.3132
0.3235,0.3634,0.3131
0.3235,0.3701,0.3064
0.3235,0.3722,0.3043
0.3235,0.3734,0.3031
0.3235,0.3829,0.2936
0.3235,0.3897,0.2868
0.3235,0.3907,0.2858
0.3235,0.3925,0.284
0.3235,0.3941,0.2824
0.3235,0.398,0.2785
0.3235,0.409,0.2675
0.3235,0.4094,0.2671
0.3235,0.411,0.2655
0.3235,0.4277,0.2488
0.3235,0.4378,0.2387
0.3235,0.4848,0.1917
0.3234,0.2666,0.41
0.3234,0.2767,0.3999
0.3234,0.2769,0.3997
0.3234,0.2789,0.3977
0.3234,0.2801,0.3965
0.3234,0.2936,0.383
0.3234,0.2946,0.382
0.3234,0.2977,0.3789
0.3234,0.2984,0.3782
0.3234,0.303,0.3736
0.3234,0.3039,0.3727
0.3234,0.3045,0.3721
0.3234,0.3067,0.3699
0.3234,0.324,0.3526
0.3234,0.3261,0.3505
0.3234,0.3291,0.3475
0.3234,0.3305,0.3461
0.3234,0.3317,0.3449
0.3234,0.3325,0.3441
0.3234,0.3339,0.3427
0.3234,0.3371,0.3395
0.3234,0.3372,0.3394
0.3234,0.3381,0.3385
0.3234,0.3406,0.336
0.3234,0.3417,0.3349
0.3234,0.3449,0.3317
0.3234,0.3455,0.3311
0.3234,0.3456,0.331
0.3234,0.3458,0.3308
0.3234,0.3513,0.3253
0.3234,0.3531,0.3235
0.3234,0.3549,0.3217
0.3234,0.3575,0.3191
0.3234,0.3603,0.3163
0.3234,0.3606,0.316
0.3234,0.3615,0.3151
0.3234,0.3639,0.3127
0.3234,0.365,0.3116
0.3234,0.3654,0.3112
0.3234,0.3711,0.3055
0.3234,0.3808,0.2958
0.3234,0.3842,0.2924
0.3234,0.3963,0.2803
0.3234,0.3987,0.2779
0.3234,0.4044,0.2722
0.3234,0.405,0.2716
0.3234,0.4062,0.2704
0.3234,0.4145,0.2621
0.3234,0.415,0.2616
0.3234,0.4345,0.2421
0.3234,0.441,0.2356
0.3234,0.443,0.2336
0.3234,0.4466,0.23
0.3234,0.4608,0.2158
0.3234,0.4615,0.2151
0.3234,0.4739,0.2027
0.3234,0.5461,0.1305
0.3233,0.1621,0.5146
0.3233,0.1787,0.498
0.3233,0.218,0.4587
0.3233,0.2381,0.4386
0.3233,0.244,0.4327
0.3233,0.2486,0.4281
0.3233,0.2667,0.41
0.3233,0.2844,0.3923
0.3233,0.2881,0.3886
0.3233,0.2916,0.3851
0.3233,0.294,0.3827
0.3233,0.2965,0.3802
0.3233,0.2977,0.379
0.3233,0.2988,0.3779
0.3233,0.307,0.3697
0.3233,0.3114,0.3653
0.3233,0.3126,0.3641
0.3233,0.3139,0.3628
0.3233,0.3146,0.3621
0.3233,0.3162,0.3605
0.3233,0.3172,0.3595
0.3233,0.3198,0.3569
0.3233,0.3247,0.352
0.3233,0.3256,0.3511
0.3233,0.3297,0.347
0.3233,0.3297,0.347
0.3233,0.331,0.3457
0.3233,0.3325,0.3442
0.3233,0.3343,0.3424
0.3233,0.3348,0.3419
0.3233,0.339,0.3377
0.3233,0.342,0.3347
0.3233,0.3431,0.3336
0.3233,0.3437,0.333
0.3233,0.3439,0.3328
0.3233,0.3462,0.3305
0.3233,0.3561,0.3206
0.3233,0.3639,0.3128
0.3233,0.3681,0.3086
0.3233,0.3715,0.3052
0.3233,0.383,0.2937
0.3233,0.3854,0.2913
0.3233,0.3862,0.2905
0.3233,0.3885,0.2882
0.3233,0.3887,0.288
0.3233,0.3893,0.2874
0.3233,0.42,0.2567
0.3233,0.4368,0.2399
0.3233,0.4493,0.2274
0.3233,0.4493,0.2274
0.3233,0.4534,0.2233
0.3233,0.4653,0.2114
0.3233,0.4748,0.2019
0.3233,0.4974,0.1793
0.3232,0.0639,0.6129
0.3232,0.1439,0.5329
0.3232,0.1491,0.5277
0.3232,0.1831,0.4937
0.3232,0.1895,0.4873
0.3232,0.2167,0.4601
0.3232,0.2274,0.4494
0.3232,0.2338,0.443
0.3232,0.2658,0.411
0.3232,0.2745,0.4023
0.3232,0.2795,0.3973
0.3232,0.2834,0.3934
0.3232,0.2928,0.384
0.3232,0.2957,0.3811
0.3232,0.2966,0.3802
0.3232,0.3014,0.3754
0.3232,0.3029,0.3739
0.3232,0.3135,0.3633
0.3232,0.3151,0.3617
0.3232,0.3159,0.3609
0.3232,0.3182,0.3586
0.3232,0.3184,0.3584
0.3232,0.3212,0.3556
0.3232,0.3237,0.3531
0.3232,0.3238,0.353
0.3232,0.3285,0.3483
0.3232,0.3315,0.3453
0.3232,0.3325,0.3443
0.3232,0.3339,0.3429
0.3232,0.3349,0.3419
0.3232,0.3352,0.3416
0.3232,0.3383,0.3385
0.3232,0.3386,0.3382
0.3232,0.3404,0.3364
0.3232,0.3405,0.3363
0.3232,0.3417,0.3351
0.3232,0.342,0.3348
0.3232,0.3439,0.3329
0.3232,0.3459,0.3309
0.3232,0.347,0.3298
0.3232,0.3472,0.3296
0.3232,0.3499,0.3269
0.3232,0.3518,0.325
0.3232,0.3518,0.325
0.3232,0.3544,0.3224
0.3232,0.3557,0.3211
0.3232,0.3648,0.312
0.3232,0.3672,0.3096
0.3232,0.3711,0.3057
0.3232,0.3742,0.3026
0.3232,0.3763,0.3005
0.3232,0.3819,0.2949
0.3232,0.3919,0.2849
0.3232,0.3954,0.2814
0.3232,0.3959,0.2809
0.3232,0.3977,0.2791
0.3232,0.4133,0.2635
0.3232,0.4143,0.2625
0.3232,0.4226,0.2542
0.3232,0.4287,0.2481
0.3232,0.4336,0.2432
0.3232,0.4342,0.2426
0.3232,0.4445,0.2323
0.3232,0.4577,0.2191
0.3232,0.4634,0.2134
0.3232,0.4647,0.2121
0.3232,0.5246,0.1522
0.3231,0.2013,0.4756
0.3231,0.241,0.4359
0.3231,0.2549,0.422
0.3231,0.26,0.4169
0.3231,0.2621,0.4148
0.3231,0.2681,0.4088
0.3231,0.2689,0.408
0.3231,0.2824,0.3945
0.3231,0.2893,0.3876
0.3231,0.2895,0.3874
0.3231,0.2948,0.3821
0.3231,0.2993,0.3776
0.3231,0.3055,0.3714
0.3231,0.311,0.3659
0.3231,0.3144,0.3625
0.3231,0.3169,0.36
0.3231,0.3182,0.3587
0.3231,0.3187,0.3582
0.3231,0.3197,0.3572
0.3231,0.3242,0.3527
0.3231,0.3263,0.3506
0.3231,0.3269,0.35
0.3231,0.3285,0.3484
0.3231,0.3292,0.3477
0.3231,0.3323,0.3446
0.3231,0.3326,0.3443
0.3231,0.3377,0.3392
0.3231,0.3384,0.3385
0.3231,0.3386,0.3383
0.3231,0.3387,0.3382
0.3231,0.3387,0.3382
0.3231,0.3408,0.3361
0.3231,0.3431,0.3338
0.3231,0.3441,0.3328
0.3231,0.3444,0.3325
0.3231,0.3472,0.3297
0.3231,0.3473,0.3296
0.3231,0.3518,0.3251
0.3231,0.3586,0.3183
0.3231,0.362,0.3149
0.3231,0.3621,0.3148
0.3231,0.3629,0.314
0.3231,0.3634,0.3135
0.3231,0.365,0.3119
0.3231,0.366,0.3109
0.3231,0.368,0.3089
0.3231,0.3714,0.3055
0.3231,0.3753,0.3016
0.3231,0.3761,0.3008
0.3231,0.3769,0.3
0.3231,0.3837,0.2932
0.3231,0.3892,0.2877
0.3231,0.3917,0.2852
0.3231,0.3992,0.2777
0.3231,0.4005,0.2764
0.3231,0.4065,0.2704
0.3231,0.4076,0.2693
0.3231,0.4102,0.2667
0.3231,0.4146,0.2623
0.3231,0.4155,0.2614
0.3231,0.4173,0.2596
0.3231,0.4237,0.2532
0.3231,0.4296,0.2473
0.3231,0.4638,0.2131
0.3231,0.49,0.1869
0.3231,0.493,0.1839
0.323,0.1788,0.4982
0.323,0.2083,0.4687
0.323,0.2547,0.4223
0.323,0.26,0.417
0.323,0.2688,0.4082
0.323,0.2741,0.4029
0.323,0.2744,0.4026
0.323,0.2753,0.4017
0.323,0.2754,0.4016
0.323,0.2761,0.4009
0.323,0.2768,0.4002
0.323,0.2816,0.3954
0.323,0.2833,0.3937
0.323,0.2889,0.3881
0.323,0.2911,0.3859
0.323,0.2998,0.3772
0.323,0.3054,0.3716
0.323,0.3096,0.3674
0.323,0.3136,0.3634
0.323,0.314,0.363
0.323,0.3151,0.3619
0.323,0.3231,0.3539
0.323,0.3256,0.3514
0.323,0.3259,0.3511
0.323,0.327,0.35
0.323,0.3291,0.3479
0.323,0.3312,0.3458
0.323,0.333,0.344
0.323,0.3361,0.3409
0.323,0.3392,0.3378
0.323,0.3392,0.3378
0.323,0.347,0.33
0.323,0.3481,0.3289
0.323,0.351,0.326
0.323,0.351,0.326
0.323,0.3527,0.3243
0.323,0.3554,0.3216
0.323,0.3577,0.3193
0.323,0.3581,0.3189
0.323,0.3635,0.3135
0.323,0.3645,0.3125
0.323,0.3653,0.3117
0.323,0.3672,0.3098
0.323,0.3683,0.3087
0.323,0.3685,0.3085
0.323,0.3705,0.3065
0.323,0.3772,0.2998
0.323,0.3778,0.2992
0.323,0.3866,0.2904
0.323,0.3867,0.2903
0.323,0.3883,0.2887
0.323,0.3896,0.2874
0.323,0.391,0.286
0.323,0.3911,0.2859
0.323,0.3964,0.2806
0.323,0.3967,0.2803
0.323,0.3981,0.2789
0.323,0.4008,0.2762
0.323,0.4112,0.2658
0.323,0.4185,0.2585
0.323,0.4203,0.2567
0.323,0.4329,0.2441
0.323,0.4377,0.2393
0.323,0.4413,0.2357
0.323,0.4446,0.2324
0.323,0.4459,0.2311
0.323,0.4606,0.2164
0.323,0.475,0.202
0.323,0.506,0.171
0.323,0.5126,0.1644
0.323,0.5253,0.1517
0.3229,0.1531,0.524
0.3229,0.1853,0.4918
0.3229,0.2123,0.4648
0.3229,0.2127,0.4644
0.3229,0.2603,0.4168
0.3229,0.2644,0.4127
0.3229,0.2684,0.4087
0.3229,0.2685,0.4086
0.3229,0.272,0.4051
0.3229,0.2724,0.4047
0.3229,0.2775,0.3996
0.3229,0.2818,0.3953
0.3229,0.2859,0.3912
0.3229,0.2911,0.386
0.3229,0.2914,0.3857
0.3229,0.2984,0.3787
0.3229,0.3011,0.376
0.3229,0.3022,0.3749
0.3229,0.3061,0.371
0.3229,0.3111,0.366
0.3229,0.3215,0.3556
0.3229,0.3281,0.349
0.3229,0.3302,0.3469
0.3229,0.3353,0.3418
0.3229,0.3411,0.336
0.3229,0.3443,0.3328
0.3229,0.3486,0.3285
0.3229,0.3494,0.3277
0.3229,0.3497,0.3274
0.3229,0.3503,0.3268
0.3229,0.3514,0.3257
0.3229,0.3527,0.3244
0.3229,0.3545,0.3226
0.3229,0.3547,0.3224
0.3229,0.3556,0.3215
0.3229,0.3572,0.3199
0.3229,0.3625,0.3146
0.3229,0.3626,0.3145
0.3229,0.3646,0.3125
0.3229,0.3652,0.3119
0.3229,0.3715,0.3056
0.3229,0.3735,0.3036
0.3229,0.3754,0.3017
0.3229,0.3755,0.3016
0.3229,0.376,0.3011
0.3229,0.3793,0.2978
0.3229,0.392,0.2851
0.3229,0.3924,0.2847
0.3229,0.3926,0.2845
0.3229,0.4051,0.272
0.3229,0.4054,0.2717
0.3229,0.4073,0.2698
0.3229,0.4082,0.2689
0.3229,0.4127,0.2644
0.3229,0.4141,0.263
0.3229,0.417,0.2601
0.3229,0.4244,0.2527
0.3229,0.4246,0.2525
0.3229,0.4536,0.2235
0.3228,0.1805,0.4967
0.3228,0.2106,0.4666
0.3228,0.2321,0.4451
0.3228,0.2408,0.4364
0.3228,0.2661,0.4111
0.3228,0.2674,0.4098
0.3228,0.2795,0.3977
0.3228,0.2856,0.3916
0.3228,0.2953,0.3819
0.3228,0.2988,0.3784
0.3228,0.3003,0.3769
0.3228,0.3016,0.3756
0.3228,0.3117,0.3655
0.3228,0.3127,0.3645
0.3228,0.3128,0.3644
0.3228,0.3138,0.3634
0.3228,0.3143,0.3629
0.3228,0.3158,0.3614
0.3228,0.3173,0.3599
0.3228,0.3202,0.357
0.3228,0.3223,0.3549
0.3228,0.3233,0.3539
0.3228,0.3238,0.3534
0.3228,0.3248,0.3524
0.3228,0.325,0.3522
0.3228,0.3293,0.3479
0.3228,0.3319,0.3453
0.3228,0.3339,0.3433
0.3228,0.3342,0.343
0.3228,0.3365,0.3407
0.3228,0.3378,0.3394
0.3228,0.3414,0.3358
0.3228,0.3486,0.3286
0.3228,0.3492,0.328
0.3228,0.3509,0.3263
0.3228,0.352,0.3252
0.3228,0.3526,0.3246
0.3228,0.3534,0.3238
0.3228,0.3549,0.3223
0.3228,0.3556,0.3216
0.3228,0.3561,0.3211
0.3228,0.3583,0.3189
0.3228,0.3604,0.3168
0.3228,0.3614,0.3158
0.3228,0.3616,0.3156
0.3228,0.3654,0.3118
0.3228,0.366,0.3112
0.3228,0.3677,0.3095
0.3228,0.3698,0.3074
0.3228,0.3699,0.3073
0.3228,0.3717,0.3055
0.3228,0.3723,0.3049
0.3228,0.3734,0.3038
0.3228,0.3741,0.3031
0.3228,0.3756,0.3016
0.3228,0.3771,0.3001
0.3228,0.3778,0.2994
0.3228,0.3902,0.287
0.3228,0.3914,0.2858
0.3228,0.3915,0.2857
0.3228,0.3928,0.2844
0.3228,0.4002,0.277
0.3228,0.4019,0.2753
0.3228,0.4041,0.2731
0.3228,0.4052,0.272
0.3228,0.4103,0.2669
0.3228,0.4158,0.2614
0.3228,0.4231,0.2541
0.3228,0.4412,0.236
0.3228,0.5368,0.1404
0.3227,0.1532,0.5241
0.3227,0.2435,0.4338
0.3227,0.251,0.4263
0.3227,0.252,0.4253
0.3227,0.2653,0.412
0.3227,0.2678,0.4095
0.3227,0.2696,0.4077
0.3227,0.2735,0.4038
0.3227,0.2755,0.4018
0.3227,0.2759,0.4014
0.3227,0.2806,0.3967
0.3227,0.2824,0.3949
0.3227,0.283,0.3943
0.3227,0.285,0.3923
0.3227,0.2859,0.3914
0.3227,0.2965,0.3808
0.3227,0.2993,0.378
0.3227,0.3073,0.37
0.3227,0.3115,0.3658
0.3227,0.3145,0.3628
0.3227,0.3173,0.36
0.3227,0.3177,0.3596
0.3227,0.3218,0.3555
0.3227,0.3221,0.3552
0.3227,0.323,0.3543
0.3227,0.3232,0.3541
0.3227,0.324,0.3533
0.3227,0.3265,0.3508
0.3227,0.3277,0.3496
0.3227,0.328,0.3493
0.3227,0.3314,0.3459
0.3227,0.3326,0.3447
0.3227,0.3337,0.3436
0.3227,0.335,0.3423
0.3227,0.3352,0.3421
0.3227,0.3388,0.3385
0.3227,0.342,0.3353
0.3227,0.3424,0.3349
0.3227,0.3428,0.3345
0.3227,0.3454,0.3319
0.3227,0.3462,0.3311
0.3227,0.3467,0.3306
0.3227,0.3482,0.3291
0.3227,0.35,0.3273
0.3227,0.3551,0.3222
0.3227,0.3594,0.3179
0.3227,0.3618,0.3155
0.3227,0.3635,0.3138
0.3227,0.3646,0.3127
0.3227,0.3682,0.3091
0.3227,0.3731,0.3042
0.3227,0.3732,0.3041
0.3227,0.3751,0.3022
0.3227,0.3773,0.3
0.3227,0.3803,0.297
0.3227,0.3842,0.2931
0.3227,0.3858,0.2915
0.3227,0.39,0.2873
0.3227,0.4016,0.2757
0.3227,0.4022,0.2751
0.3227,0.4048,0.2725
0.3227,0.4091,0.2682
0.3227,0.4091,0.2682
0.3227,0.4121,0.2652
0.3227,0.4162,0.2611
0.3227,0.4234,0.2539
0.3227,0.4237,0.2536
0.3227,0.4327,0.2446
0.3227,0.4537,0.2236
0.3227,0.4538,0.2235
0.3227,0.4559,0.2214
0.3227,0.466,0.2113
0.3227,0.5139,0.1634
0.3227,0.5199,0.1574
0.3227,0.531,0.1463
0.3227,0.5321,0.1452
0.3226,0.124,0.5534
0.3226,0.2307,0.4467
0.3226,0.247,0.4304
0.3226,0.2536,0.4238
0.3226,0.2577,0.4197
0.3226,0.2599,0.4175
0.3226,0.2614,0.416
0.3226,0.2652,0.4122
0.3226,0.2656,0.4118
0.3226,0.2698,0.4076
0.3226,0.2714,0.406
0.3226,0.2786,0.3988
0.3226,0.2817,0.3957
0.3226,0.285,0.3924
0.3226,0.291,0.3864
0.3226,0.312,0.3654
0.3226,0.3124,0.365
0.3226,0.3126,0.3648
0.3226,0.3144,0.363
0.3226,0.3208,0.3566
0.3226,0.3231,0.3543
0.3226,0.3243,0.3531
0.3226,0.325,0.3524
0.3226,0.3269,0.3505
0.3226,0.3275,0.3499
0.3226,0.3295,0.3479
0.3226,0.3304,0.347
0.3226,0.3305,0.3469
0.3226,0.3316,0.3458
0.3226,0.3328,0.3446
0.3226,0.3346,0.3428
0.3226,0.336,0.3414
0.3226,0.3378,0.3396
0.3226,0.342,0.3354
0.3226,0.3439,0.3335
0.3226,0.3457,0.3317
0.3226,0.3508,0.3266
0.3226,0.3547,0.3227
0.3226,0.3556,0.3218
0.3226,0.3582,0.3192
0.3226,0.3591,0.3183
0.3226,0.3594,0.318
0.3226,0.3594,0.318
0.3226,0.36,0.3174
0.3226,0.3622,0.3152
0.3226,0.3642,0.3132
0.3226,0.3656,0.3118
0.3226,0.3659,0.3115
0.3226,0.3697,0.3077
0.3226,0.3707,0.3067
0.3226,0.3724,0.305
0.3226,0.3777,0.2997
0.3226,0.3777,0.2997
0.3226,0.3798,0.2976
0.3226,0.3829,0.2945
0.3226,0.3868,0.2906
0.3226,0.3886,0.2888
0.3226,0.3929,0.2845
0.3226,0.3931,0.2843
0.3226,0.3982,0.2792
0.3226,0.4096,0.2678
0.3226,0.4132,0.2642
0.3226,0.429,0.2484
0.3226,0.4471,0.2303
0.3226,0.4549,0.2225
0.3226,0.4553,0.2221
0.3226,0.4897,0.1877
0.3225,0.2151,0.4624
0.3225,0.2667,0.4108
0.3225,0.2691,0.4084
0.3225,0.2763,0.4012
0.3225,0.2791,0.3984
0.3225,0.2841,0.3934
0.3225,0.2842,0.3933
0.3225,0.2869,0.3906
0.3225,0.2921,0.3854
0.3225,0.2954,0.3821
0.3225,0.3017,0.3758
0.3225,0.3029,0.3746
0.3225,0.3032,0.3743
0.3225,0.318,0.3595
0.3225,0.32,0.3575
0.3225,0.3267,0.3508
0.3225,0.3307,0.3468
0.3225,0.3313,0.3462
0.3225,0.332,0.3455
0.3225,0.3324,0.3451
0.3225,0.3324,0.3451
0.3225,0.3328,0.3447
0.3225,0.3332,0.3443
0.3225,0.3337,0.3438
0.3225,0.3359,0.3416
0.3225,0.3364,0.3411
0.3225,0.3419,0.3356
0.3225,0.342,0.3355
0.3225,0.3432,0.3343
0.3225,0.349,0.3285
0.3225,0.3496,0.3279
0.3225,0.3497,0.3278
0.3225,0.3504,0.3271
0.3225,0.3506,0.3269
0.3225,0.3544,0.3231
0.3225,0.3547,0.3228
0.3225,0.3548,0.3227
0.3225,0.3549,0.3226
0.3225,0.3549,0.3226
0.3225,0.3559,0.3216
0.3225,0.3581,0.3194
0.3225,0.3665,0.311
0.3225,0.372,0.3055
0.3225,0.3735,0.304
0.3225,0.3749,0.3026
0.3225,0.3782,0.2993
0.3225,0.3845,0.293
0.3225,0.3852,0.2923
0.3225,0.3876,0.2899
0.3225,0.3885,0.289
0.3225,0.3886,0.2889
0.3225,0.3951,0.2824
0.3225,0.3971,0.2804
0.3225,0.413,0.2645
0.3225,0.4142,0.2633
0.3225,0.422,0.2555
0.3225,0.4267,0.2508
0.3225,0.442,0.2355
0.3225,0.4447,0.2328
0.3225,0.457,0.2205
0.3225,0.4622,0.2153
0.3225,0.4772,0.2003
0.3225,0.4784,0.1991
0.3224,0.1783,0.4993
0.3224,0.1974,0.4802
0.3224,0.2255,0.4521
0.3224,0.2442,0.4334
0.3224,0.2477,0.4299
0.3224,0.2549,0.4227
0.3224,0.2555,0.4221
0.3224,0.2614,0.4162
0.3224,0.2643,0.4133
0.3224,0.2681,0.4095
0.3224,0.2795,0.3981
0.3224,0.2798,0.3978
0.3224,0.2813,0.3963
0.3224,0.2941,0.3835
0.3224,0.2971,0.3805
0.3224,0.3113,0.3663
0.3224,0.3137,0.3639
0.3224,0.3232,0.3544
0.3224,0.3283,0.3493
0.3224,0.3293,0.3483
0.3224,0.333,0.3446
0.3224,0.3347,0.3429
0.3224,0.3366,0.341
0.3224,0.3381,0.3395
0.3224,0.3382,0.3394
0.3224,0.3413,0.3363
0.3224,0.3417,0.3359
0.3224,0.3493,0.3283
0.3224,0.351,0.3266
0.3224,0.3532,0.3244
0.3224,0.3558,0.3218
0.3224,0.3608,0.3168
0.3224,0.3621,0.3155
0.3224,0.363,0.3146
0.3224,0.3647,0.3129
0.3224,0.3647,0.3129
0.3224,0.3653,0.3123
0.3224,0.3663,0.3113
0.3224,0.3686,0.309
0.3224,0.3715,0.3061
0.3224,0.3743,0.3033
0.3224,0.3776,0.3
0.3224,0.3793,0.2983
0.3224,0.3855,0.2921
0.3224,0.386,0.2916
0.3224,0.3894,0.2882
0.3224,0.3927,0.2849
0.3224,0.402,0.2756
0.3224,0.404,0.2736
0.3224,0.41,0.2676
0.3224,0.4143,0.2633
0.3224,0.4178,0.2598
0.3224,0.4234,0.2542
0.3224,0.433,0.2446
0.3224,0.4349,0.2427
0.3224,0.4463,0.2313
0.3224,0.4549,0.2227
0.3224,0.4612,0.2164
0.3223,0.1585,0.5192
0.3223,0.2146,0.4631
0.3223,0.2193,0.4584
0.3223,0.2247,0.453
0.3223,0.2377,0.44
0.3223,0.2444,0.4333
0.3223,0.2541,0.4236
0.3223,0.2656,0.4121
0.3223,0.2713,0.4064
0.3223,0.273,0.4047
0.3223,0.2831,0.3946
0.3223,0.2899,0.3878
0.3223,0.2912,0.3865
0.3223,0.2928,0.3849
0.3223,0.2936,0.3841
0.3223,0.2992,0.3785
0.3223,0.3011,0.3766
0.3223,0.3013,0.3764
0.3223,0.3018,0.3759
0.3223,0.3081,0.3696
0.3223,0.3082,0.3695
0.3223,0.3101,0.3676
0.3223,0.3113,0.3664
0.3223,0.3128,0.3649
0.3223,0.3148,0.3629
0.3223,0.3162,0.3615
0.3223,0.3176,0.3601
0.3223,0.3178,0.3599
0.3223,0.3226,0.3551
0.3223,0.3227,0.355
0.3223,0.3248,0.3529
0.3223,0.3256,0.3521
0.3223,0.331,0.3467
0.3223,0.3351,0.3426
0.3223,0.3373,0.3404
0.3223,0.3377,0.34
0.3223,0.3489,0.3288
0.3223,0.3522,0.3255
0.3223,0.353,0.3247
0.3223,0.3627,0.315
0.3223,0.3713,0.3064
0.3223,0.3739,0.3038
0.3223,0.3789,0.2988
0.3223,0.3938,0.2839
0.3223,0.396,0.2817
0.3223,0.4019,0.2758
0.3223,0.4057,0.272
0.3223,0.4087,0.269
0.3223,0.4097,0.268
0.3223,0.4104,0.2673
0.3223,0.4124,0.2653
0.3223,0.4132,0.2645
0.3223,0.433,0.2447
0.3223,0.4339,0.2438
0.3223,0.4361,0.2416
0.3223,0.4406,0.2371
0.3223,0.4453,0.2324
0.3223,0.4582,0.2195
0.3223,0.4851,0.1926
0.3223,0.5312,0.1465
0.3222,0.1651,0.5127
0.3222,0.1796,0.4982
0.3222,0.2096,0.4682
0.3222,0.2137,0.4641
0.3222,0.2423,0.4355
0.3222,0.2558,0.422
0.3222,0.2645,0.4133
0.3222,0.2699,0.4079
0.3222,0.2722,0.4056
0.3222,0.2743,0.4035
0.3222,0.2756,0.4022
0.3222,0.2779,0.3999
0.3222,0.2795,0.3983
0.3222,0.2823,0.3955
0.3222,0.284,0.3938
0.3222,0.2848,0.393
0.3222,0.2879,0.3899
0.3222,0.2911,0.3867
0.3222,0.2952,0.3826
0.3222,0.2964,0.3814
0.3222,0.2964,0.3814
0.3222,0.3034,0.3744
0.3222,0.3092,0.3686
0.3222,0.3099,0.3679
0.3222,0.3115,0.3663
0.3222,0.3148,0.363
0.3222,0.3159,0.3619
0.3222,0.3167,0.3611
0.3222,0.326,0.3518
0.3222,0.3297,0.3481
0.3222,0.3302,0.3476
0.3222,0.3307,0.3471
0.3222,0.3318,0.346
0.3222,0.3341,0.3437
0.3222,0.3353,0.3425
0.3222,0.3363,0.3415
0.3222,0.3364,0.3414
0.3222,0.3378,0.34
0.3222,0.3381,0.3397
0.3222,0.3396,0.3382
0.3222,0.3402,0.3376
0.3222,0.3404,0.3374
0.3222,0.343,0.3348
0.3222,0.3475,0.3303
0.3222,0.3523,0.3255
0.3222,0.3543,0.3235
0.3222,0.355,0.3228
0.3222,0.3556,0.3222
0.3222,0.3576,0.3202
0.3222,0.3578,0.32
0.3222,0.359,0.3188
